 -5.102330,  0.347913,  0.954804,1.0
 -5.316230, -0.902987,  0.549104,1.0
 -4.460030, -1.611487, -0.185996,1.0
 -3.296930, -1.018787, -0.550496,1.0
 -2.974330,  0.285313, -0.172096,1.0
 -3.937230,  0.924113,  0.609704,1.0
 -1.716030,  0.937113, -0.563796,1.0
 -0.540130,  0.732613,  0.178104,1.0
  0.676670,  1.330313, -0.193096,1.0
  0.697970,  2.169613, -1.316896,1.0
 -0.462930,  2.387913, -2.061996,1.0
 -1.660330,  1.773713, -1.687896,1.0
 -6.485730, -1.498987,  0.906104,1.0
 -3.789230,  2.234413,  1.028504,1.0
  2.151870,  2.959413, -1.820296,1.0
 -2.868030, -3.215287, -1.797196,1.0
 -2.343130, -1.841587, -1.395096,1.0
  1.829070,  1.112013,  0.588904,1.0
  2.293970, -0.019887,  0.351304,1.0
  3.414170, -0.321287,  1.074904,1.0
  4.019970, -1.623887,  0.809504,1.0
  4.105270,  0.649013,  1.928404,1.0
  4.953470,  1.665113,  1.162904,1.0
  5.590570,  2.560513,  2.079504,1.0
  4.942170, -1.610887, -0.395996,1.0
 -0.560830,  0.093413,  1.060304,1.0
 -0.446530,  3.036613, -2.935096,1.0
 -2.555830,  1.956913, -2.281496,1.0
 -6.673630, -2.444687,  0.608404,1.0
 -7.158130, -0.990587,  1.460504,1.0
 -2.860430,  2.569813,  1.260004,1.0
 -4.542230,  2.601413,  1.601504,1.0
 -2.125130, -3.737687, -2.408596,1.0
 -3.789630, -3.132687, -2.382996,1.0
 -3.075430, -3.834687, -0.917996,1.0
 -1.409830, -1.981987, -0.837296,1.0
 -2.111030, -1.286987, -2.311996,1.0
  3.207770, -2.340987,  0.641704,1.0
  4.557270, -1.953787,  1.704904,1.0
  4.736070,  0.102313,  2.639904,1.0
  3.365370,  1.166813,  2.551004,1.0
  4.339170,  2.257113,  0.478404,1.0
  5.733070,  1.166313,  0.581104,1.0
  6.105570,  3.183513,  1.522604,1.0
  5.310370, -2.620687, -0.602096,1.0
  5.809370, -0.966887, -0.225896,1.0
  4.422070, -1.246587, -1.287796,1.0
