0,1
2,1
1,0
3,0
4,0
0,3
5,3
3,5
6,5
7,5
5,6
2,6
8,6
1,2
6,2
9,2
5,7
10,7
7,10
11,10
12,10
10,11
8,11
13,11
6,8
11,8
13,14
15,14
16,14
2,9
17,9
18,9
0,4
19,4
20,4
12,21
22,21
23,21
11,13
14,13
24,13
25,13
10,12
21,12
26,12
27,12
21,22
28,22
29,22
22,28
30,28
31,28
28,30
32,30
33,30
30,32
23,32
34,32
21,23
32,23
35,23
14,15
36,15
37,15
15,36
38,36
39,36
36,38
40,38
41,38
38,40
16,40
42,40
14,16
40,16
43,16
38,41
44,41
45,41
41,44
46,44
47,44
44,46
42,46
48,46
40,42
46,42
49,42
30,33
50,33
51,33
33,50
52,50
53,50
50,52
34,52
54,52
32,34
52,34
55,34
9,17
9,18
4,19
4,20
13,24
13,25
12,26
12,27
22,29
28,31
23,35
15,37
36,39
16,43
41,45
44,47
46,48
42,49
33,51
50,53
52,54
34,55
