 -3.727715,  0.819311, -0.963863,1.0
 -3.790415, -0.517289, -0.803863,1.0
 -2.774215, -1.324789, -0.465263,1.0
 -1.628415, -0.651289, -0.289963,1.0
 -1.426115,  0.706611, -0.420463,1.0
 -2.550015,  1.467311, -0.777963,1.0
 -0.410215, -1.161889,  0.056137,1.0
  0.494485, -0.119189,  0.127837,1.0
 -0.109415,  1.028211, -0.159563,1.0
 -2.519415,  2.831111, -0.949163,1.0
 -5.003415, -1.103189, -1.005863,1.0
  1.915385, -0.271289,  0.474537,1.0
  2.497585, -1.518289,  0.743237,1.0
  3.855485, -1.620689,  1.069637,1.0
  4.653885, -0.477989,  1.132737,1.0
  4.089385,  0.772211,  0.867437,1.0
  2.731385,  0.870511,  0.541337,1.0
  5.013585,  2.233411,  0.925637,1.0
  6.321485, -0.676089,  1.541137,1.0
 -0.217315, -2.137389,  0.228837,1.0
 -1.655915,  3.346111, -0.818663,1.0
 -3.361215,  3.329311, -1.208163,1.0
 -5.100415, -2.101989, -0.897963,1.0
 -5.796215, -0.533889, -1.262563,1.0
  1.916085, -2.437189,  0.705337,1.0
  4.279285, -2.602189,  1.272837,1.0
  2.302385,  1.850511,  0.336637,1.0
