0,1
2,1
1,0
3,0
4,0
0,3
5,3
3,5
6,5
7,5
5,6
2,6
8,6
1,2
6,2
9,2
5,7
10,7
11,7
12,7
7,10
13,10
14,10
15,10
10,13
8,13
16,13
6,8
13,8
17,8
18,8
19,20
21,20
22,20
2,9
23,9
24,9
0,4
25,4
26,4
20,19
27,19
28,19
19,27
29,27
30,27
27,29
31,29
32,29
29,31
21,31
33,31
20,21
31,21
34,21
27,30
35,30
30,35
36,35
37,35
38,35
31,33
39,33
33,39
40,39
41,39
42,39
29,32
43,32
32,43
44,43
45,43
46,43
20,22
47,22
48,22
49,22
13,16
47,16
50,16
51,16
22,47
16,47
52,47
53,47
7,11
7,12
10,14
10,15
8,17
8,18
9,23
9,24
4,25
4,26
19,28
21,34
35,36
35,37
35,38
39,40
39,41
39,42
43,44
43,45
43,46
22,48
22,49
16,50
16,51
47,52
47,53
