0,1
2,1
1,0
3,0
4,0
0,3
5,3
3,5
6,5
7,5
5,6
2,6
8,6
1,2
6,2
9,2
5,7
10,7
7,10
11,10
12,10
10,11
8,11
13,11
6,8
11,8
14,8
2,9
15,9
16,9
0,4
17,4
18,4
10,12
19,12
20,12
21,12
12,19
22,19
23,19
24,19
19,22
13,22
25,22
11,13
22,13
26,13
27,13
22,25
28,25
29,25
30,25
25,28
31,28
32,28
28,31
33,31
34,31
31,33
35,33
36,33
33,35
37,35
38,35
35,37
32,37
39,37
28,32
37,32
40,32
35,38
41,38
42,38
38,41
38,42
43,42
44,42
42,43
45,43
46,43
47,43
43,45
48,45
49,45
43,46
50,46
51,46
52,46
45,48
53,48
45,49
46,50
54,50
55,50
56,50
50,54
57,54
58,54
54,57
59,57
54,58
8,14
9,15
9,16
4,17
4,18
12,20
12,21
19,23
19,24
13,26
13,27
25,29
25,30
31,34
33,36
37,39
32,40
42,44
43,47
46,51
46,52
48,53
50,55
50,56
57,59
