0,1
2,1
1,0
3,0
4,0
0,3
5,3
3,5
6,5
7,5
5,6
2,6
8,6
1,2
6,2
9,2
6,8
10,8
11,8
12,8
8,10
13,10
14,10
10,13
15,13
16,13
13,15
17,15
18,15
15,17
19,17
20,17
17,19
14,19
21,19
10,14
19,14
22,14
2,9
23,9
24,9
0,4
25,4
26,4
19,21
27,21
28,21
15,18
29,18
30,18
18,29
31,29
32,29
29,31
33,31
34,31
31,33
30,33
35,33
18,30
33,30
36,30
17,20
37,20
38,20
39,20
21,27
40,27
41,27
27,40
42,40
43,40
40,42
28,42
44,42
21,28
42,28
45,28
28,45
46,45
47,45
48,45
27,41
49,41
50,41
51,41
30,36
52,36
53,36
54,36
29,32
55,32
56,32
57,32
5,7
8,11
8,12
13,16
14,22
9,23
9,24
4,25
4,26
31,34
33,35
20,37
20,38
20,39
40,43
42,44
45,46
45,47
45,48
41,49
41,50
41,51
36,52
36,53
36,54
32,55
32,56
32,57
