0,1
2,1
3,1
1,0
4,0
0,4
5,4
6,4
4,5
7,5
8,5
5,7
9,7
2,7
7,9
10,9
11,9
9,10
12,10
13,10
10,12
14,12
15,12
12,14
2,14
16,14
1,2
7,2
14,2
6,17
18,17
19,17
4,6
17,6
5,8
18,8
20,8
17,18
8,18
1,3
12,15
21,15
22,15
15,21
23,21
24,21
21,23
25,23
26,23
23,25
27,25
28,25
25,27
22,27
29,27
15,22
27,22
30,22
27,29
31,29
29,31
32,31
33,31
34,31
25,28
35,28
28,35
36,35
37,35
38,35
23,26
39,26
26,39
40,39
41,39
42,39
17,19
43,19
44,19
8,20
45,20
46,20
22,30
21,24
9,11
10,13
14,16
31,32
31,33
31,34
35,36
35,37
35,38
39,40
39,41
39,42
19,43
19,44
20,45
20,46
