0,1
2,1
1,0
3,0
4,0
0,3
5,3
3,5
6,5
7,5
5,6
2,6
8,6
1,2
6,2
9,2
6,8
10,8
11,8
8,10
12,10
13,10
10,12
14,12
15,12
12,14
16,14
17,14
14,16
11,16
18,16
8,11
16,11
19,11
0,4
20,4
21,4
2,9
22,9
23,9
14,17
7,24
25,24
26,24
27,24
5,7
24,7
28,7
29,7
12,15
30,15
31,15
15,30
32,30
33,30
34,30
30,32
35,32
36,32
37,32
32,35
31,35
38,35
15,31
35,31
35,38
39,38
40,38
41,38
38,39
42,39
43,39
39,42
44,42
45,42
42,44
46,44
47,44
44,46
48,46
49,46
46,48
43,48
50,48
39,43
48,43
51,43
10,13
16,18
11,19
4,20
4,21
9,22
9,23
24,25
24,26
24,27
7,28
7,29
30,33
30,34
32,36
32,37
38,40
38,41
42,45
44,47
46,49
48,50
43,51
