0,1
2,1
1,0
3,0
4,0
0,3
5,3
3,5
6,5
7,5
8,5
5,6
2,6
9,6
1,2
6,2
10,2
6,9
11,9
12,9
2,10
13,10
14,10
0,4
15,4
16,4
9,11
17,11
18,11
11,17
19,17
20,17
17,19
21,19
22,19
19,21
12,21
23,21
9,12
21,12
24,12
5,7
25,7
26,7
27,7
5,8
28,8
29,8
30,8
19,22
31,22
32,22
33,22
22,31
34,31
35,31
36,31
31,34
37,34
38,34
34,37
34,38
39,38
40,38
38,39
41,39
42,39
39,41
43,41
44,41
41,43
45,43
46,43
43,45
47,45
48,45
45,47
42,47
49,47
39,42
47,42
50,42
45,48
51,48
52,48
53,48
48,51
48,52
48,53
10,13
10,14
4,15
4,16
11,18
17,20
21,23
12,24
7,25
7,26
7,27
8,28
8,29
8,30
22,32
22,33
31,35
31,36
38,40
41,44
43,46
47,49
42,50
