0,1
2,1
1,0
3,0
4,0
0,3
5,3
3,5
6,5
7,5
5,6
2,6
8,6
1,2
6,2
9,2
5,7
10,7
7,10
11,10
12,10
10,11
8,11
13,11
6,8
11,8
2,9
14,9
15,9
0,4
16,4
17,4
11,13
18,13
19,13
20,13
10,12
21,12
22,12
23,12
13,18
24,18
25,18
26,18
12,21
27,21
28,21
29,21
18,24
30,24
31,24
32,24
24,30
33,30
34,30
35,30
30,33
36,33
37,33
38,33
33,36
25,36
39,36
40,36
18,25
36,25
41,25
42,25
21,27
43,27
44,27
45,27
27,43
46,43
47,43
48,43
43,46
49,46
50,46
51,46
46,49
28,49
52,49
53,49
21,28
49,28
54,28
55,28
9,14
9,15
4,16
4,17
13,19
13,20
12,22
12,23
18,26
21,29
24,31
24,32
30,34
30,35
33,37
33,38
36,39
36,40
25,41
25,42
27,44
27,45
43,47
43,48
46,50
46,51
49,52
49,53
28,54
28,55
