 -1.515002,  1.050481,  3.148877,0.0
 -1.391102, -0.275419,  3.222877,0.0
 -0.320402, -0.954119,  2.811777,0.0
  0.693698, -0.239319,  2.273777,0.0
  0.647898,  1.137081,  2.134177,0.0
 -0.490002,  1.747381,  2.631577,0.0
  1.870098, -1.030119,  1.768977,0.0
  3.073798, -0.156519,  1.404577,0.0
  2.741598,  1.110081,  0.755577,0.0
  1.796098,  1.905781,  1.545477,0.0
  2.531798,  1.089081, -0.697823,0.0
  1.329498,  0.340581, -1.246023,0.0
 -0.681202,  3.112481,  2.559077,0.0
 -2.422802, -0.984119,  3.755877,0.0
  0.069798,  0.986381, -1.206023,0.0
 -1.090602,  0.378481, -1.694523,0.0
 -0.992402, -0.896619, -2.261823,0.0
  0.235098, -1.572419, -2.292323,0.0
  1.402598, -0.942819, -1.825823,0.0
 -2.340102,  0.941181, -1.684423,0.0
 -2.495402,  2.174981, -0.986723,0.0
  0.303298, -2.828619, -2.851423,0.0
 -0.106202, -3.816919, -1.898223,0.0
 -2.124702, -1.512019, -2.746023,0.0
 -2.271402, -1.231419, -4.142723,0.0
  3.065798, -1.863419, -2.022823,0.0
  1.540798, -1.610219,  0.902377,0.0
  2.173098, -1.751219,  2.537777,0.0
  3.796798, -0.729419,  0.813477,0.0
  3.607798,  0.086281,  2.334177,0.0
  2.354298,  2.344181,  2.383577,0.0
  1.437598,  2.755681,  0.952977,0.0
  3.454498,  0.739981, -1.173023,0.0
  2.464898,  2.127681, -1.052623,0.0
  0.102898,  3.730581,  2.738577,0.0
 -1.562402,  3.439681,  2.945077,0.0
 -2.353702, -1.988119,  3.827777,0.0
 -3.245702, -0.500019,  4.081877,0.0
  0.024798,  1.991781, -0.793823,0.0
 -2.214902,  2.070681,  0.065377,0.0
 -3.554902,  2.446181, -1.023523,0.0
 -1.929902,  2.975381, -1.474223,0.0
  0.129498, -4.799719, -2.317023,0.0
 -1.186102, -3.772819, -1.725623,0.0
  0.434498, -3.713019, -0.950623,0.0
 -3.191302, -1.715019, -4.484523,0.0
 -1.436602, -1.643419, -4.719623,0.0
 -2.365702, -0.155219, -4.324323,0.0
