0,1
2,1
1,0
3,0
4,0
0,3
5,3
3,5
6,5
7,5
5,6
2,6
8,6
1,2
6,2
9,2
5,7
10,7
7,10
11,10
12,10
10,11
8,11
13,11
6,8
11,8
14,8
2,9
15,9
16,9
0,4
17,4
18,4
11,13
19,13
20,13
21,13
13,19
14,19
22,19
8,14
19,14
23,14
24,14
19,22
25,22
26,22
27,22
22,25
28,25
29,25
25,28
30,28
31,28
28,30
32,30
33,30
30,32
34,32
35,32
32,34
29,34
36,34
25,29
34,29
37,29
34,36
38,36
36,38
39,38
40,38
41,38
32,35
42,35
35,42
43,42
44,42
45,42
30,33
46,33
33,46
47,46
48,46
49,46
10,12
9,15
9,16
4,17
4,18
13,20
13,21
14,23
14,24
22,26
22,27
28,31
29,37
38,39
38,40
38,41
42,43
42,44
42,45
46,47
46,48
46,49
