0,1
2,1
1,0
3,0
4,0
0,3
5,3
3,5
6,5
7,5
5,6
2,6
8,6
1,2
6,2
9,2
5,7
10,7
11,7
12,7
7,10
13,10
14,10
15,10
10,13
8,13
16,13
17,13
6,8
13,8
18,8
19,8
13,16
20,16
21,16
22,16
16,20
23,20
24,20
25,26
27,26
23,26
26,25
28,25
29,25
25,28
30,28
31,28
28,30
32,30
33,30
30,32
27,32
34,32
26,27
32,27
35,27
2,9
36,9
37,9
0,4
38,4
39,4
20,23
26,23
40,23
41,23
32,34
42,34
34,42
43,42
44,42
45,42
30,33
46,33
33,46
47,46
48,46
49,46
28,31
50,31
31,50
51,50
52,50
53,50
7,11
7,12
10,14
10,15
13,17
8,18
8,19
16,21
16,22
20,24
25,29
27,35
9,36
9,37
4,38
4,39
23,40
23,41
42,43
42,44
42,45
46,47
46,48
46,49
50,51
50,52
50,53
