0,1
2,1
1,0
3,0
4,0
0,3
5,3
3,5
6,5
7,5
5,6
2,6
8,6
1,2
6,2
9,2
5,7
10,7
11,7
7,10
12,10
13,10
10,12
8,12
14,12
6,8
12,8
15,8
12,14
16,14
17,14
18,19
20,19
16,19
19,18
21,18
22,18
18,21
23,21
24,21
21,23
25,23
26,23
23,25
20,25
27,25
19,20
25,20
28,20
2,9
29,9
30,9
0,4
31,4
32,4
21,24
33,24
24,33
34,33
35,33
36,33
14,16
19,16
37,16
38,16
20,28
39,28
28,39
40,39
41,39
42,39
14,17
43,17
44,17
45,17
7,11
10,13
8,15
18,22
23,26
25,27
9,29
9,30
4,31
4,32
33,34
33,35
33,36
16,37
16,38
39,40
39,41
39,42
17,43
17,44
17,45
