0,1
2,1
1,0
3,0
4,0
0,3
5,3
3,5
6,5
7,5
5,6
2,6
8,6
1,2
6,2
9,2
5,7
10,7
7,10
11,10
12,10
10,11
8,11
13,11
6,8
11,8
11,13
14,13
15,13
16,13
13,14
17,14
18,14
14,17
19,17
20,17
17,19
21,19
22,19
19,21
23,21
24,21
21,23
25,23
26,23
23,25
20,25
27,25
17,20
25,20
28,20
2,9
29,9
30,9
0,4
31,4
32,4
21,24
33,24
24,33
34,33
35,33
36,33
25,27
37,27
27,37
38,37
39,37
40,37
23,26
41,26
26,41
42,41
43,41
44,41
10,12
13,15
13,16
14,18
19,22
20,28
9,29
9,30
4,31
4,32
33,34
33,35
33,36
37,38
37,39
37,40
41,42
41,43
41,44
