 -4.852853, -0.632285,  1.052350,1.0
 -4.893553, -1.848185,  0.513950,1.0
 -3.824853, -2.601785,  0.277250,1.0
 -2.634653, -2.103185,  0.594750,1.0
 -2.450353, -0.838585,  1.169050,1.0
 -3.641753, -0.150185,  1.383750,1.0
 -1.573253, -2.875885,  0.335650,1.0
 -0.341853, -2.388985,  0.643950,1.0
 -0.147253, -1.146085,  1.218150,1.0
 -1.208653, -0.347185,  1.486350,1.0
  1.239047, -0.632985,  1.503150,1.0
  3.375247,  1.248415, -0.801750,1.0
  2.546147,  1.311315, -1.930850,1.0
  2.979547,  1.968715, -3.085450,1.0
  4.239247,  2.565015, -3.119850,1.0
  5.070147,  2.506115, -2.002450,1.0
  4.641047,  1.849915, -0.846450,1.0
 -3.632153,  1.140315,  1.900050,1.0
 -6.111353, -2.352585,  0.179450,1.0
  1.731847,  0.012815,  0.319250,1.0
  2.959947,  0.567915,  0.457250,1.0
  3.645547,  0.525515,  1.469150,1.0
  0.493847, -3.041985,  0.405950,1.0
  1.900847, -1.459485,  1.787650,1.0
  1.192847,  0.090115,  2.326350,1.0
  1.558147,  0.856415, -1.931150,1.0
  2.331847,  2.015015, -3.959850,1.0
  4.574447,  3.076515, -4.020650,1.0
  6.054047,  2.971915, -2.030050,1.0
  5.302647,  1.813415,  0.017350,1.0
 -2.870653,  1.391415,  2.524150,1.0
 -4.531753,  1.577315,  2.067250,1.0
 -6.179653, -3.268585, -0.239350,1.0
 -6.941853, -1.800185,  0.335650,1.0
