0,1
2,1
1,0
3,0
4,0
0,3
5,3
3,5
6,5
7,5
5,6
2,6
8,6
1,2
6,2
9,2
5,7
10,7
7,10
11,10
12,10
10,11
8,11
13,11
6,8
11,8
14,8
11,13
15,13
16,13
17,13
2,9
18,9
19,9
0,4
20,4
21,4
8,14
22,14
23,14
24,14
13,15
25,15
26,15
15,25
27,25
28,25
29,25
25,27
30,27
31,27
32,27
27,30
33,30
34,30
30,33
26,33
35,33
15,26
33,26
36,26
37,26
30,34
38,34
39,34
34,38
40,38
41,38
38,40
35,40
42,40
33,35
40,35
43,35
40,42
44,42
42,44
45,44
46,44
47,44
38,41
48,41
41,48
49,48
50,48
51,48
10,12
13,16
13,17
9,18
9,19
4,20
4,21
14,22
14,23
14,24
25,28
25,29
27,31
27,32
26,36
26,37
34,39
35,43
44,45
44,46
44,47
48,49
48,50
48,51
