0,1
2,1
3,1
4,1
1,0
5,0
6,0
0,5
7,5
8,5
5,7
9,7
10,7
7,9
11,9
2,9
12,9
9,11
13,11
14,11
15,11
11,13
16,13
17,13
18,13
13,16
19,16
20,16
16,19
2,19
21,19
22,19
1,2
9,2
19,2
23,2
8,24
25,24
26,24
5,8
24,8
7,10
25,10
27,10
24,25
10,25
16,20
28,20
29,20
20,28
30,28
31,28
28,30
32,30
33,30
30,32
34,32
35,32
32,34
29,34
36,34
20,29
34,29
37,29
34,36
38,36
36,38
39,38
40,38
41,38
32,35
42,35
35,42
43,42
44,42
45,42
30,33
46,33
33,46
47,46
48,46
49,46
24,26
50,26
51,26
10,27
52,27
53,27
1,3
1,4
0,6
9,12
11,14
11,15
13,17
13,18
19,21
19,22
2,23
28,31
29,37
38,39
38,40
38,41
42,43
42,44
42,45
46,47
46,48
46,49
26,50
26,51
27,52
27,53
