 -0.240742, -3.445966,  4.545219,1.0
 -0.771342, -4.515066,  3.946119,1.0
 -0.244542, -5.116066,  2.879119,1.0
  0.897958, -4.588366,  2.396619,1.0
  1.529858, -3.486366,  2.937919,1.0
  0.899758, -2.938366,  4.041219,1.0
  2.808158, -2.960566,  2.338219,1.0
  2.698858, -1.627966,  1.612919,1.0
  1.607058, -1.377666,  0.759319,1.0
  1.485658, -0.174266,  0.060919,1.0
  2.479558,  0.788434,  0.190219,1.0
  3.588158,  0.546534,  1.010319,1.0
  3.711158, -0.654566,  1.716919,1.0
  1.417958, -1.833066,  4.704819,1.0
 -1.922042, -5.030166,  4.457119,1.0
  0.365158, -0.077866, -0.713481,1.0
  0.094558,  1.191434, -1.318381,1.0
 -1.256142,  1.077634, -2.018281,1.0
 -1.682442,  2.392934, -2.664181,1.0
 -3.033542,  2.242234, -3.364281,1.0
 -3.492342,  3.557034, -3.994681,1.0
  4.771358, -0.967566,  2.526719,1.0
  5.869558, -0.057466,  2.549719,1.0
 -4.842242,  3.389934, -4.692681,1.0
 -5.317242,  4.695834, -5.309281,1.0
  1.303458, -5.097366,  1.523819,1.0
  3.215558, -3.687766,  1.623019,1.0
  3.543558, -2.910666,  3.150719,1.0
  0.827558, -2.127666,  0.634019,1.0
  2.435758,  1.736734, -0.339981,1.0
  4.342258,  1.327634,  1.070619,1.0
  2.325958, -1.996966,  5.136419,1.0
  1.476058, -0.997466,  4.124619,1.0
 -2.346642, -5.834866,  4.020419,1.0
 -2.347342, -4.600566,  5.264619,1.0
  0.871858,  1.429934, -2.053881,1.0
  0.047358,  1.974834, -0.551981,1.0
 -2.011742,  0.750434, -1.292681,1.0
 -1.205842,  0.283134, -2.773981,1.0
 -0.924142,  2.713234, -3.388981,1.0
 -1.748142,  3.173434, -1.896781,1.0
 -3.784942,  1.901334, -2.640481,1.0
 -2.959142,  1.470334, -4.139681,1.0
 -2.743842,  3.901434, -4.718581,1.0
 -3.571642,  4.328734, -3.219181,1.0
  6.645758, -0.489966,  3.188619,1.0
  5.573358,  0.902334,  2.985719,1.0
  6.294458,  0.071834,  1.548619,1.0
 -5.591442,  3.038634, -3.973981,1.0
 -4.764642,  2.627534, -5.477081,1.0
 -6.283042,  4.552134, -5.803181,1.0
 -4.604342,  5.060334, -6.055881,1.0
 -5.438242,  5.468634, -4.543081,1.0
